content,score
"Sumpah sumpah, game nya baguss bgt wehh tapi soal bug nya tolong diperbaiki dan jangan terlalu sering update karna nanti aku jadi nya kasih bingung kasih bintang berapa hehheheh o iya rekomendasi mainin game Grow a garden soal nya itu adalah game favorit aku di roblox dan juga ini tuh udah ga sesering kemarin sih bug nya",5
ini bgs sih tapi kalau ada bug misalnya gk ngaruh.tapi pas masuk brookhaven kenapa karakter aku jalan jalan sendiri😭 di tower aja nggak jalan sendiri.pls roblox perbaiki bug di brookhaven dan pembuat brookhaven.🙏🙏,5
"sebenarnya game nya sangat bagus, tapi kalau buat main sangat ngeleg, bahkan kadang sampai disconnect dari game. Padahal wifi nya tersambung dengan baik. sepertinya Roblox tidak membiarkan ku bermain dengan tenang menggunakan wifi. 🤬🤬🤬🤬🤬",2
"game ini menurut aku seru banget ,kalo gak ada game ini,mungkin aku gak ada game yang bisa hibur aku,kalo aku baru main tahun 2025 ini,sayang dong gak bisa jadi pro,top up,aku pasti gak ngerti ap²,aku sering top up (ga pamer yaa) di game ini,tapi untungnya aku download roblox pas 2020,aku suka main meepcity,brookhaven,natural disaster,obby,sama rintangan rintangan nya,biasanya kalo sekarang aku bosen,main roblox,habis itu main troll tower,brookhaven,evade,grow a garden,sering bgt main game ini",5
Gamenya nggak jelas cuman agak bagus ya masa aku baru masuk kadang-kadang keluar dadi bolehin masuk kadang-kadang aku baru masuk keluar aku tadi juga tadi baru pencet aplikasi Roblox nya terus tiba-tiba keluar Komunitas Roblox tolong dong itunya di perbaiki lagi,5
"permainan roblox ini sangat bagus tetapi ada yg kurang, apakah bisa menambah kan aksesoris gratis atau baju dan lain lain karena saya sangat sering melihat player roblox di kata-kata-in bacon oleh player roblox yg mempunyai robux . tapi roblox ini sangat bagus untuk saya",5
seru banget gabakal ada iklan tapi sayang kalo mau ganti ava estetik harus pake robux dan terus menerus selalu update memoriku penuh dan lebih besar itu hanya roblox plis jangan sering sering update aku ingin main roblox selamanya.,4
kesel bet kalo di update susahh banget!! baru minggu kemaren diupdate masa sekarang di update lagi? kalo masalah lag gw masih sabar! masa gw harus kosongin 800mb lebih tapi download cuman 80 mb sumpah! kalo udah kosong pas diupdate tetep gak bisa! ini kenapa sih gilak! udah gw punya prem di brook avatar gw baguss plss deh ya . bagian update lagi terossss udah gak ada kata kata lagi kah ni PlayStore sama robloxnya soalnya memori udh kosong tetep gak bisa download🙄 malas kalii jelek kali nih,2
"update = bug, kenapa karna setiap aku update roblox nya selalu ngebug setiap aku mau masuk gamenya selalu ngebug loadingnya lama banget tolong diperbaiki bugnya , Terima kasih🙏",3
"seru game nya loh,yok dicoba aku kadang kadang main ini kadang kadang juga main game lain kalo lagi di update Roblox nya,tapi sumpah seru banget, saran ku jangan sering sering update soalnya cuma males banget kalo update",5
mengapa saat saya sedang mencari map kok tiba tiba nama map berubah menjadi bahasa negara lain misalnya map bernama rumah keajaiban menjadi bahasa yang tidak saya kenal dan map bernama peluncuran pesta zarra lorrson berubah menjadi bahasa lain padahal saya menggunakan bahasa indonesia dan mengapa hal ini bisa terjadi😑 tolong di perbaiki lagi ya bahasa roblox yang sesuai dengan bahasa yang kita sudah atur di pengaturan,5
kenapa aku kasih empat padahal seru? karna pas aku baru download roblox aku mau main tuing² tower sama Brookhaven tapi gak bisa masuk server akhirnyaa aku download lagi udh sekian satu lagi plis ilangin bug nya dan jgn kyk gitu lagi☺🙏,4
assalamualaikum Roblox tolong benerin lagi dong masih ada bug saya suka tiba tiba di kick dari map apapun bacaan error nya katanya pake cheat padahal aku ga pake cheat plis itu bikin kesel. Roblox tolong benerin ya.aku suka kesel udah jauh malah di kick 🥹 cape ulang lagi,4
Aku suka roblox karena roblox adalah game nyang paling banyak aku sampai bisa main (benda terbang dan orang) sama aku bisa main (sprunki simulator) itu game nyang aku suka banget tapi kalau bug melonjat terus aku bisa ilangin caranya pencet tombol logo roblox tp jangan keluar kl bisa klo aku sih bisa tapi kalok kamu aku gak tau bisa atau gak nya sekarang aku punya game baru ini paling asing namanya perjalanan beresiko sumpah asik banget looooooo aku sampai udah area ke 4 kayaknya ada 1lagi area,5
"Game nya seruuu bangettt, aku suka top up , aku juga suka main di tower , banyak permainan, game ini juga nggak membosankan karena banyak permainan yang menarik di game ini , ayo cobain Roblox dan Mabar bersama teman teman muu😉😉",5
"gamenya bagus sih,tapi knp setiap gk dimainin berapa lama pasti selalu minta update muluu kan jadi kesel,gk kek dlu yg setiap ga dimainin lagi tuh gausah di update trss gituu loo,mohon dikurangin update an nya lagi jadi gausah cape cape update lagi robloxxx",4
"Gamenya memang bagus, tapi aku sering disconnect... padahal wifiku baik2 aja.... tolong diperbaiki y Roblox.... Aku pas main ditabletku malah ngelag dan lemot..... padahal wifiku aj baik baik ...... sekian terima gaji 🙏",5
"Sip masalah koneksi udah ilang, maaf yaa ternyata bawaan dari hp ku sendiri. Mungkin hp ku kentang kali ya maka nya kayak gitu. Yaudah pokok nya gitu deh, trus banyakin event free item yaa. Paling utama tuh hair nya, dan usahain cara dapetin nya juga gampang. Okeyy thx roblox love you :D",5
saya baru main game roblox saya main cabin crew simulator karena di dalam game itu banyak pesawat nya dan juga ada pesawat besar dan kita bisa ngumpulin uang dan bisa nukar pesawat juga oh iya dan juga perbaiki roblox soalnya suka ngelek terus dan pas saya main tower gerak sendiri dan juga sering jatuh terus semoga di perbaiki yah amin,5
"game nya bagus banget dan map nya banyak banget tapi ada bug bug nya dan ada cheater, pas aku mau main game malah diganggu cheater dan tiba-tiba disconnect padahal jaringan saya bagus kenapa Roblox?",5
"seruuuu bgt bisa mabar bareng temen gk ada bug atau semacamnya tapi bisa gk item yang bagus² itu digratisin kek rambut,baju,dan aksesori plis roblox kalo kasih item gratis itu jangan dikitttt kalo bisa itu banyakin...😊😊😊😊😊",4
aku sangat suka roblox karena bagus banget tapi kak perbaiki buk nya ka tolong kalo main tower pasti tombol lompat nya ngeleg gitu terus aku kalo masuk pasti ngeleg gitu terus kalo keluar saat main tower atau brookhaven pasti ngeleg kalo mau main lagi gak bisa di pencet permainan nya itu buat aku kesel tau 🪨🪨🪨🪨🪨🪨🪨🪨🍑,5
Mohon maaf roblox perbaiki ya soalnya aku pas update yang baru itu gak bisa roblox dan ada bug yaitu 1.) Pas mau main ke dalam server itu disconnet gitu 2.) Pas mau main ke dalam server bisa cuma nya itu pas mau main itu bug dan keluar sendiri dan ini aja saran dari aku assalamualaikum warahmatullahi wabarokatu terimakasih sudah membaca ini,4
"roblox ini sudah bagus,tapi ada satu yang saya tidak sukai yaitu update saya sudah upd berulang kali tapi masih saja di suruh upd kembali..setiap 1 minggu sekali di update kembali.jadi,tolong di kurangi upd kembalinya",2
"game nyaa baguusss bangeettt 🤩,ga pernah bosen mainn game ini sii,map nya banyaa bangett, tapii, banyak bug nya, spt, kamera suka gerak sendiri, suka keluar sendiri/disconnect, dll(masih banyak lagi) tolong perbaiki yaa robloxx👍🏻😙",4
aku suka banget sama roblox soalnya banyak obby dan tower yang bisa kita pilih sesuai kemauan kita terus roblox ini gak ada iklannya yang ada paling cuma loading tapi ya wajar karena semua game memang pasti loading tapi terkadang aku juga kesel karena bug terus reconnect terus tapi aku tetap berterimakasih juga sama roblox : makasih juga ya roblox udah buat aku seneng sekali lagi makasih pake banget sebanyak-banyaknya I love you roblox 😘😘😘😘💋💋💋💋,5
sangat berkreatif aku kan jadi suka terus main roblox apalagi banyak map yang menyerukan dan ada yang horor seperti peta peta the doors dan banyak lagi kalau mau map yang santai ada brookhaven dan tower banyak banget map yang ada di roblox cobain deh game nya pasti ketagihan,5
game nya seru dan asik banget tapi ada game yang terlalu ngelag dan patah patah dan ada game yang terlalu ringan dan kalau mau memasukkan akun Roblox harus ingat pasword nya tapi ada akun akun yang dijarah hacker tapi masih bisa diambil sihh,5
menurut ku seru ya game nya ada banyakk dan lebih seru lgi kalo main sama teman banyak map nya jugaa aku main game ini dari tahun 2022/2023 TPI tolong jngn di update trus soal nya lama lama memo ny penuh.klo GK update gbisa main Roblox boleh si ya update mungkin usahain 2 bulan 2-3 KLO update aja. jngn sering di update trs dong lama lama nanti bisa² aku hapus game Roblox. TPI syng cmn game ini aja yg menurut aku seru,4
Saya mau main tapi kesalahan koneksi sambung Mulu dan pas aku mau masuk kegamenya layarnya black screen atau layar hitam aku udah dua hari gak main roblox gara2 pas masuk kegamenya layar langsung item negslin banget tolong dong developer roblox perbaiki lagi udah gitu update Mulu lama2 memori aku habis,1
"bagusss bangett gamenya,dan map fab aku grow a garden sekrang,ituuu seruu bangettt,tapi kadang2 tuh gatau kenpaa suka nge lag sendiri gitu,bahkan lagnya sampe setengah jam lebih loh,jadi tolong perbaiki ya mimin roblox",5
"aku suka bangett sama game nya, tapi kenapa ya akun ku suka ke reset terus? akun ku jadi banyaaakk banget,kenapa Roblox sering bgt upgrade..aku hapus banyak foto video dan aplikasi cuma buat upgrade roblox.",4
game nya bagus banyak map juga tapi beberapa hari ini agak aneh waktu mau masuk geme nya ada tulisan koneksi terputus padahal jaringannya disini bagus udah aku update tapi tetep begitu tolong dong admin roblox ini kenapa,4
"wah seru parah sih,gamenya banyak banget dan seru""kadang kalo bosen main roblox dan mbnya juga gak terlalu besar gamenya juga adventure dan asik banget gamenya bisa ngajari kita,jadi cuma itu aja",5
lumayan bagus tapi kadang kadang banyak pilihannya tapi yang saya tidak suka ada kendala saat masuk game roblox ngelag kadang kadang keluar sendiri pas sudah ada gambar pil banyak kendala saya tetep suka game ini 😁,3
roblox ini memberi kami pelajaran yg paling bagus buat menara menara yg bagus dan pengunjung nya banyak tetapi ada bug knpp sii tombol loncatnya kebawahhh bisaa gaa di gantik besar dan bug nya diperbaiki yaahhh,4
aku suka banget sama Roblox bisa berteman dan bermain bersama kadang kalo di suruh update itu suka eror kalo mau main tower pas aku mau menang pasti nglaq jadi bikin emosi tapi gitu gitu aku masih suka sama Roblox di benerin yah,5
Roblox bagus semua game di beranda nya seru tapi tolong buat kalo mau edit Avatar nya gak usah di beli kasihan karna orang yang mau bikin ava yang cantik harus di beli pakai robux jadi sebelum ada perubahan saya kasih 4 bintang dulu🥰,4
aku sih suka tapi masalah nya kok dulu itu ada dua roblox jadi tolong kalo dulu jangan sampe ada dua nanti orang kebingungan terus ada bug yang sering terjadi saat main roblox di perbaiki ya roblox nya,5
aku baru pertama kali main tu biasa biasa aja tapi setelah aku main livetopia aku jadi sering main aku juga suka main tower dan yang lebih aku suka pas setiap main tower tantangannya tu menantang banget dan hanya banget pilihan nya aku suka banget sama roblox,5
aku kasih bintang lima tapi ada kayak bug atau apa ya ini tiba tiba gak bisa masuk ke roblox nya padahal jaringan wifi ku bagus aku download ulang tetep aja ini pun masih aja mohon di perbaiki,5
Aku sangat suka sama roblox karena dia bisa mabar dengan teman teman kita apalagi game nya sangat banyak dan seru lagi say sering main tower daripada oby bisa nggak sih gak usah update lgi pliss aku nggak mau updeta,5
"so guys aku udah kecintaan banget sama ni game, dia bermacam macam map dan ga buat aku bosan, tapi kadang suka marah marah sendiri karna tombol loncat semakin kecil, jadi susah loncat kadang kepencet kadang ga kepencet, semogaa update ini bisa buat aku ke canduan main roblox ya min, tapi kalian harus tetap utamakan belajar, trimakasih 🤭🤍",4
bagus gada iklan map nya bnyak bgt seruuu ga bosen bosen deh main roblox. tiap hari main roblox deh sama bestie ga ngebosenin deh pokoknya bagusssss bagusssss bangetttttt. jujurr nih ya aku main dari 2021 dari dulu game nya aja udah bagus banget sumpah apalagi sekarang cuma kangen ava old aja sihh oke ava sekarang jg bgusss ini aja aku sukaaa map nya seru seruu sama bisa buat belajar bahasa inggris juga jadi kayak main game sambil belajar bahasa inggris gitu,5
"saya sangat suka dengan roblox,roblox juga sedikit membantu saya bahasa inggris dan mtk,jdi saya mengasih bintang 5,dijamin roblox seruu guys,bisa bantu kita bahasa inggris dan mtk walaupun sedikit,ayo di download",5
game nya bagus poool❤️‍🔥❤️‍🔥❤️‍🔥mapnya banyak terus tu bisa mabar lagi behhh seru bettt apalagi mapnya juga seru seru🤩🤩🤩suka bangettt terus bisa gonta ganti ava lagii aku instal nya dari tahun 2019 pliss audah lama main tapi gk bosen bosenn roblox terbaikk👍❤❤,5
"permainan nya sih bagus, cuman tangan nya kurang suka soalnya tangan nya itu jelek , di tambah lagi kalo lagi main Obby itu biasanya loncat nya gak bisa di tekan atau di pencet gitu jadi susah kalo mau loncat, ditambah lagi dengan Obby nya itu pada susah, jadi tolong di perbaiki ya tangan nya dll ya biar gak kayak gitu lagi dan juga bikin Obby yang gampang buat pemula atau yang baru main dan pastinya yang baru main Roblox itu akan terasa susah banget apa lagi kayak aku yang baru pemula",5
bagus game nya aku suka tapi tolong knp ngeleg ngelag cok aku cape ngelag terus tapi aku suka banget sih the best dah pokoknya dan juga map nya banyak bisa mabar cari teman aku suka tapi tolong ngelag nya di ilangin dong apalagi kalo lagi main pasti tiba tiba muncul maaf jaringgan anda tidak bagus cokkkkkkk pokoknya aku suka deh makasih roblox udah nemenin aku,5
knp saya pas masuk Roblox ada tulisan kesalahan sambung tidak dapat menghubungi server. periksa koneksi internet kamu. padahal jaringan ku bagus. nama Roblox ku marvel_geming10 tolong di perbaiki ya makasih ini saya kasi ranting 5 karna permainan nya bagus saya suka,5
game nya bagus bngt ak main dari 2019 sampai sekarang game 🎮 nya enggak bosenin adek ak pun tercandu candu kwkwkwk sampai sekarang masih main roblox ➖🎮➖ roblox adalah game yg tidak pernah ngebosenin atau seru gitu main nya dan bisa pilih game diroblox terus bisa berteman ak gara gara roblox jadi banyak tmn dan bisa ganti ganti ava walaupun di ak sering kedeleluarsa hehehe,5
"roblox adalah game yang menyenangkan tetapi ada entitas yang memakai script aku membecinya yah tetapi aku dulunya juga pakai script tetapi sekarang tidak, aku telah sadar bahwa script bisa meresahkan orang orang, aku ingin........tidak ada script lagi!!",5
"ini kenapa ya kok roblox fps nya drop banget di Poco f4 ,saya coba test di cdid grafik rata kiri hanya dapat 20 fps, sementara hp adek saya Realme note 50 dengan setingan yang sama dapat 40 fps an,padahal secara spesifikasi sangat jauh sekali perbandingannya.",1
"Hai pembuat roblox, aku mau kasih saran ya, roblox jadian online bisa offline bisa, kalau bisa offline pasti seru kalau keluar rumah ga ada data/wifi bisa tetap main pliss turutin pasti bukan aku doang yang bahagia tapi semua orang yang main roblox juga suka, semoga diturutin ya biar pemain roblox lebih banyakk☺",5
game enak banget dan seru seru. mungkin kalo ada mode offline pasti lebih seru menurut saya ya Roblox saya kok gak bisa upgrade macam mana lagi saya mau main lagi,5
seru banget tower nya warna warni meskipun online aku suka makasih ya dan tidak ada iklan sama sekali pokok nya tower nya gampang gampang game Roblox ini membuat aku tu seneng gitu loh dan banyak yg geratis lagi baju sampai badan geratis yuk langsung instal dada semua😊😊,5
game ini bagus sih tapi karena dulu banyak hackernya dan banyak ngelag nya jadi Aku kasih rating 3 karena dia bisa bikin Einstein ke langit saking Emosinya tapi Ada fitur kerennya yaitu kita bisa blockir Akun orang Atau kita bisa melihat Aku orang di game Every roblox player bahkan Akun yang sudah dibanned Atau hilang bisa kita lihat Atau kita bisa main game terkena juga Ada server yang bagus tapi Ada juga server yang mempunyai orang Active 0 kasihan deh game nya tidak Ada orang padahal rame,3
"Permainan ini sangat seru dan tidak membosankan karena sangat banyak sekali pilihan tower nya🎉 namun masih sering jatuh jadi membuat jengkel dan harus sering update jadi aku sering emosi jika harus upgrade berr kali kali ,jadi mohon untuk Roblox agar tidak ada update nya lagi yah, soal nya semua pemain Roblox juga pasti merasakannya kesal nya,‼️ termasuk aku jadi kapan nih Roblox bisa gak tidak update update lagi🤷🏻❓tolong yah Roblox kami juga ingin di mengerti 🙏🏻🙏🏻kalau bisa jangan updt❤",3
sya sudah pernah main di hp temen saya saya lagi dlonot tapi pas di 98 turun lagi disuruh instal lagi jasi aku instal lagi deh gk papa aku tetap suka emng ada beberapa yang susah sama ngelek tapi tetep bagus gk sabar buat mainnya aku kasih 5 bintang ya... semoga dibaca sama yang pembikin roblox🤲🤲,5
"Game ini bagus tapi ada bug ngeselin yaitu. pas aku masuk roblox tiba tiba ada tulisan ""internet sedang tidak baik - baik saja. coba lagi"" (kalo gak salah) padahal internet ku stabil. malahan pakek wifi lagi😇. jadi TOLONG DIHAPUS. fix ⭐_ _ _ _ . ( bintang 1 ).",1
game nya sangat seru map nya banyak. kalo hp nya kentang ya hape nya ngeleg kalo hp nya bagus ya ngak ada ngelag tuh kan banyak orang² banyak ngomong banyak bug itu karna hp nya kentang karna gua. jadi maaf ya roblox gua kasih bintang 4,4
bagus juga ya permainan Roblox lengkap dan bisa Mabar aku lebih suka Obby dan tower nya yu kita Mabar Roblox aku suka banget Roblox tapi ngelek juga yaaaaaaaaa aplikasi nya kalo data mau habis dan wifi ngga nyampe udah tuh patah patah aku kasih bintang 4😁😁😁😁😁😁,4
game ini sangat bagus di dalamnya ada banyak game lainnya yang menarik dan menantang ada juga game yang seru terutama grafik yang sangat Bagus untuk anak-anak di bawah umur 10 tahun tentukan banyak youtuber yang bermain Roblox tapi kalau parkour bikin stres yang bikin seru game di dalamnya banyak dan menarik dan juga description ada kode dan juga ada yang seru sekali tapi jangan lupa sekolah juga pulang sekolah enaknya main Roblox pagi-pagi game Roblox sangat seru jadi install sekarang juga ini,5
"gamenya seru👌,byk map nya, bagus juga ini👏 bgt,tp robloxnya sering update²🥀,penyimpananku udh gk muat lagi🥀,tp ini seru bgt🌹 dari dulu ak sering men ini,gk bikin bosen ad jutaan map,jadi updatenya jangan banyak² tolong di prbaiki ya✅,sampe sekarang ak tetep gk bs update✖️ soalnya penyimpananku udh penuh🥀",5
"sumpah pasti kalian rate game ini 10/10 kan ,gua si iya ,1 fitur yang gua ga suka itu ada di update ,kek baru berapa minggu ga main roblox pas buka ap nya udah di surih update,tapi gue amuin ni game bagus",5
woii roblox gw sebentar logout malah gk bisa masuk lagi udah bener sandi nya malah gk bisa masuk gw di kasih teka teki udh bener malah masih gk bisa masuk kalau di benerin baru gw kasih bintang 5 awas yang lain sekali logout gk bisa masuk lagi,1
bagus enak bisa mabar tanpa online tapi kalo di roblox ku kalo main tower apa gitu nah pas mau main ada tulisan bergabung dan gambar tas aku gak tau yaudah ku pencet tibah-tibah ke pengaturan gak tau kenapa aku bingung aku gak main yang ada tulisan gitunya lah oke,4
ini saran aku aja buat developer roblox jangan kasih kayak harus bagus banget jaringan nya gitu biar bisa main biarkan lah kalo jelek jaringan masih bisa main yang penting kan ada jaringan semoga dibaca,5
"Game nya bagus bangett,tapi kadang klo chat sering sensor dan banyak masalah tentang ""aFz"" ya menggangu banget itu dan agak kesel soalnya usn kita kayak ""DIBATASI"" sama netizen,kayak ya terserah kita. towernya banyak tapi kadang lemot banget😭 atau emg tab aku aja yg kentang Roblox makasih karna Roblox aku jadi jago Bahasa inggris!😊 tapi tolong,item kaya 3.0 sweater wanita apus itu menjijikan bgtt apalagi banyak yg msih kecil🙇‍♀️",5
menurut aku roblox bagus bgt sih soal nya bisa main juga ama teman bisa join teman kita tpi bagi logo roblox nya seharus nya pink ya tpi biru nya menurut aku bagus ko nanti kapan² logo nya pink ya jadi nya aku harus edit dlu biar jadi pink klo di hp aku jadi sampai situ saja bye,5
"𝒈𝒂𝒎𝒆 𝒏𝒚𝒂 𝒃𝒂𝒈𝒖𝒔 𝒃𝒊𝒔𝒂 𝒑𝒊𝒍𝒊𝒉 𝒑𝒊𝒍𝒊𝒉 𝒎𝒂𝒑 𝒏𝒚𝒂 𝒂𝒑𝒂𝒍𝒂𝒈𝒊 𝒈𝒂𝒌 𝒂𝒅𝒂 𝒊𝒌𝒍𝒂𝒏 𝒏𝒚𝒂, 𝒃𝒊𝒔𝒂 𝒃𝒊𝒌𝒊𝒏 𝒂𝒗𝒂𝒕𝒂𝒓 𝒍𝒂𝒈𝒊, 𝒕𝒂𝒑𝒊 𝒌𝒂𝒍𝒐 𝒎𝒂𝒖 𝒂𝒗𝒂𝒕𝒂𝒓𝒏𝒚𝒂 𝒍𝒆𝒃𝒊𝒉 𝒃𝒂𝒈𝒖𝒔 𝒉𝒂𝒓𝒖𝒔 𝒃𝒆𝒍𝒊 𝒓𝒐𝒃𝒖𝒙/𝒕𝒐𝒑 𝒖𝒑 𝒂𝒌𝒖 𝒅𝒂𝒓𝒊 𝒌𝒆𝒄𝒊𝒍 𝒖𝒅𝒂𝒉 𝒎𝒂𝒊𝒏 𝒊𝒏𝒊 𝒃𝒂𝒈𝒖𝒔 𝒃𝒂𝒏𝒈𝒆𝒕 𝒅𝒆𝒉 𝒂𝒌𝒖 𝒌𝒂𝒔𝒊𝒉 𝒃𝒊𝒏𝒕𝒂𝒏𝒈 𝟓, 𝒚𝒖𝒌 𝒃𝒖𝒓𝒖𝒂𝒏 𝒅𝒐𝒘𝒏𝒍𝒐𝒂𝒅 roblox☺ 𝒄𝒐𝒃𝒂𝒊𝒏 𝒚𝒖𝒌☺",5
seru game nya bagus tapi sayang sekarang malah sering update jadi aku kan lihat info grow a garden Roblox nah yang keluar bagus aku login nih tau² update GK bisa beli deh nah lain kali kalau update tolong di kabarin ya 🙂‍↕️ jadi aku kasih rating bintang 🌟 4👍🏻,4
"plis di PERBAIKI LAGI!!, kadang klo aku ga lagi main beberapa hari roblox nya, selalu ada tulisan ""akun roblox kamu sdh kadaluwarsa kamu harus upgrade"", capek tau ga instal truss!jadi tolong di perbaiki lagi!",1
gemes ini bagus udah main berapa tahun tapi tetep seru terus bisa komunikasi dan berkenalan dengan player lain banyak pengalaman seru banget tapi gemes nya banyak bug² saya main brokkhaven ada bug² terus ada kode 277 padahal internet baik ya meskipun gitu suka di updet jadi ga ada bug lagi sih terima kasih roblox seneng bisa ketemu roblox roblox saya nilai bagussih 5 bintang semoga roblox jadi ke1 amin segitu saja terimakasih,5
gem ini sangat bagus sekali untuk yutuber atau orang biasa dan di sini banyak permainan nya bagus dan lucu tapi kenapa ada permainan yang aku ngak bisa main jadi mohon untuk aku bisangak gem di roblox nya bisa ngak aku boleh main semua server di roblox,5
"sebenarnya bagus banget banyak map yang aku suka tapi gw kasih bintang 4 karena ga sengaja kehapus Robloxnya ,aku download lagi kok kagak bisa di login akunku padahal udah sayang banget sama akunku😭😭😭",4
Apalah gw main game pas masuk error kode 279 sering banget kayak gitu sama halnya Ama disconnect kesel banget gak gw saranin main Roblox ini dah bikin kesel buang buang waktu kalo mau bintang 5 segera di fix dah itu saran gw bye,1
Permisi Roblox ini kenapa ya aku udah main lama tapi kok jadi gelap layar nya terus abis di download ulang sama aja layar nya hitam tolong ya dibenerin padahal dari dulu gak kenapa-kenapa di hp saya tapi sekarang malah jadi gelap layar nya jadi game Roblox nya aku hapus gk dimainin lagi dan tolong perbaiki Roblox nya dan sekian terimakasih dari saya🙏,1
game ini sangat seru dan populer tapi ada masalah kenapa setiap aku main selalu ada harker nya ganggu aku udah report tapi harker nya gak ke ban aneh banget mohon di perbaiki Roblox makin di apdete makin banyak masalah,3
sering lag terus gak bisa ganti umur klo salah pencet kalo bisa dipermudah gak usah pake ktp buat ganti umur karna jadi gak bisa main map 2 hub>:I benci deh tapi game roblox lumayan lah tapi diperbaiki harus!!,4
menurut ku ini kurang bagus karna setiap aku mau main tower itu selalu gak bisa kaya error gitu padahal wifi aku itu bagus Roblox lagi knp ya? terus kalo mau main selalu disuruh buat akun lagi roblox lagi knp ya?,1
aplikasinya bagus tetapi saya akun roblox-nya keblokir terus dan juga kadaluarsa Coba aja kalau aplikasinya tidak seperti yang saya bicarakan pasti saya akan kasih bintang 5 mohon diperbaiki lagi ya,3
saya telah lama main Roblox tapi sekarang hp saya rusak karena ibu saya telah merusakan hp saya tapi geme ini sangat seru dan menarik kerana geme ya sangat baik bagi yang lagi bosan dan galau kerana saya baru bisa masuk ke dalam game ini tapi Roblox harus di rubah kerana saya tidak suka nama jahil semua pemain selalu jahil makan kerana itu saya tolong player yang suka jahil tolong jangan ulangi lagi untuk yang suka jahil 🙏,5
"ga banget, setiap update pasti gak bisa lah, hapus game yg lah. udah di update malh gak ke update², gara gara roblox semua game ku,ku hapus cuma buat roblox doang, niat gak sih bikin game, awas aja klo besok masih gak bisa gua lebih jelekin",1
bagus sihh banyak e mapnya tapi kadang suka lag padahal jaringan lancar terus bisa punya banyak temen jadi bisa Mabar sama temen juga seru bgt Roblox sampe lupa waktu heheh ok segitu aj,4
"bagus banget aku suka bgt sama Roblox,map² nya pada seru semua,map favorit aku sih grow a garden, Tuing Tuing tower,sama Brokhaven, menurut aku Roblox paling seru,sama robux nya juga murah², semoga bnyak yg suka sama Roblox 🩷🩷🌷🍒",5
"Game yang bagus, ada banyak game di dalamnya jadi tidak perlu instal game lain. Mungkin kekurangan Roblox adalah saat ada game viral update servernya menjadi nge-leg, tapi Roblox tetap bagus",5
𝙗𝙖𝙜𝙪𝙨 𝙨𝙚𝙠𝙖𝙡𝙞 𝙖𝙠𝙪 𝙟𝙪𝙜𝙖 𝙢𝙖𝙞𝙣 𝙗lo𝙭 𝙛𝙧𝙪𝙞𝙩 𝙖𝙠𝙪 𝙙𝙖𝙝 𝙡𝙫𝙡 704 𝙖𝙠𝙪 𝙙𝙖𝙝 𝙨𝙚𝙖 𝙙𝙞𝙖 𝙨𝙚𝙞𝙣𝙙𝙖𝙝 𝙖𝙠𝙪 𝙠𝙚𝙩𝙖𝙜𝙞𝙝𝙖𝙣 𝙗𝙪𝙖𝙩 𝙢𝙖𝙞𝙣 𝙧𝙤𝙗𝙡𝙤𝙭 𝙨𝙚𝙡𝙖𝙢𝙖𝙣𝙮𝙖 tapi kadang suka bug atau lag padahal aku pake wifi juga sering koneksi terputus padahal wifi aku gak lag dan udah di bayar tolong ya Roblox perbaikiya kesalahan nya,5
"seru bgt, tapi aksesoris nya banyak bgt yg ber robox, tapi gpp game nya seru kok aku suka tower&obby nya juga banyak bgt, seru deh pokoknya dan banyak seleb yg main ini, ini bukan game bocil ya, ini game umum, lope lope buat game nya, roblox jaya jaya",4
"tolong yang buat perbaiki kembali,saya mau main roblox tiba tiba ada tulisan eror, padahal wifi saya baik baik saja,saya memakai data saat bermain Roblox masih tetap eror,tolong diperbaiki kembali",5
gk suka bagttt masa update harus hapus semua galeri saya ya gk bisa gitu dong jadi gk mood gw main lagi tolong dong jangan gitu sampek gk bisa main lagi ya udah mending hapus aja daripada harus turutin roblox roblox emang udah keji kali nya emang lah gk jelas bgtt jadi males kan mau main tapi gk bisaaa bisa di perbaiki lagi gk sihh di galeri ku udah ku hapus kecuali yang masa lalu masa lalu juga gk banyak kok cuma dikit pas di instal HP mati sebentar lagi ulang lagi dari awal apa sihh emang an,1
game nya fav aku tapi kenapa yah kamera nya itu ga stabil terus kalo keluar dari satu map itu masuk lagi ke map nya roblox plis bikin harga robux jadi murah jangan mahal² yah plis🙏,5
game seru menarik dan. menantang. tapi ada satu hal yang saya tidak suka. yaitu para cheating yang selalu mengganggu saya. tolong perketat pengamanan roblox agar semua bisa menikmati gamenya dengan menyenangkan.,4
"pls memory full gara-gara update roblox. pls kembaliin roblox versi abu abu/hitam. pls. kalau gak mau. saya kasih bintang 1. dan juga tolong ya. WI-FI bagus, internet bagus. tapi kenapa saya DC?? tolong ya benerin itu pendeteksinya yang jelek",1
"bagus banget permainan nya banyak sekali dan seru gapernah bosen , cuma diroblox banyak banget hacker terus sering kena band. tolong perbaiki agar tidak ada orng iseng",5
game ni bagus oke tpi gk cocok buat hp kentang knpa y gk cocok padahal ni game bgus bat tpi gw kasih rate 3 karena waktu gua mau loncat eh gk kepencet apa coba maksudnya itu udh gua tken tu tombol jdi kesimpulanya gw mau ada di roblox besar kecilin tombol,3
